Date,AMZN,AAPL,META,MSFT,NVDA, SP500 
30/09/2016,41.87,28.26,128.27,57.6,1.71,2168.3
03/10/2016,41.84,28.13,128.77,57.42,1.71,2161.2
04/10/2016,41.7,28.25,128.19,57.24,1.71,2150.5
05/10/2016,42.22,28.26,128.47,57.64,1.71,2159.7
06/10/2016,42.08,28.47,128.74,57.74,1.68,2160.8
07/10/2016,41.97,28.52,128.99,57.8,1.67,2153.7
10/10/2016,42.09,29.01,130.24,58.04,1.68,2163.7
11/10/2016,41.55,29.07,128.88,57.19,1.65,2136.7
12/10/2016,41.7,29.34,129.05,57.11,1.66,2139.2
13/10/2016,41.46,29.25,127.82,56.92,1.63,2132.6
14/10/2016,41.15,29.41,127.88,57.42,1.65,2133
17/10/2016,40.65,29.39,127.54,57.22,1.64,2126.5
18/10/2016,40.88,29.37,128.57,57.66,1.67,2139.6
19/10/2016,40.88,29.28,130.11,57.53,1.66,2144.3
20/10/2016,40.52,29.27,130,57.25,1.69,2141.3
21/10/2016,40.95,29.15,132.07,59.66,1.69,2141.2
24/10/2016,41.9,29.41,133.28,61,1.77,2151.3
25/10/2016,41.76,29.56,132.29,60.99,1.8,2143.2
26/10/2016,41.13,28.9,131.04,60.63,1.8,2139.4
27/10/2016,40.92,28.62,129.69,60.1,1.77,2133
28/10/2016,38.82,28.43,131.29,59.87,1.76,2126.4
31/10/2016,39.49,28.39,130.99,59.92,1.78,2126.2
01/11/2016,39.27,27.87,129.5,59.8,1.73,2111.7
02/11/2016,38.28,27.9,127.17,59.43,1.72,2097.9
03/11/2016,38.35,27.46,120,59.21,1.7,2088.7
04/11/2016,37.75,27.21,120.75,58.71,1.69,2085.2
07/11/2016,39.25,27.6,122.15,60.42,1.78,2131.5
08/11/2016,39.39,27.77,124.22,60.47,1.78,2139.6
09/11/2016,38.59,27.72,123.18,60.17,1.75,2163.3
10/11/2016,37.12,26.95,120.8,58.7,1.69,2167.5
11/11/2016,36.95,27.11,119.02,59.02,2.2,2164.4
14/11/2016,35.95,26.43,115.08,58.12,2.09,2164.2
15/11/2016,37.16,26.78,117.2,58.87,2.15,2180.4
16/11/2016,37.32,27.5,116.34,59.65,2.29,2176.9
17/11/2016,37.82,27.49,117.79,60.64,2.31,2187.1
18/11/2016,38.01,27.52,117.02,60.35,2.33,2181.9
21/11/2016,39,27.93,121.77,60.86,2.32,2198.2
22/11/2016,39.27,27.95,121.47,61.12,2.34,2202.9
23/11/2016,39.01,27.81,120.84,60.4,2.35,2204.7
25/11/2016,39.02,27.95,120.38,60.53,2.35,2213.3
28/11/2016,38.34,27.89,120.41,60.61,2.35,2201.7
29/11/2016,38.13,27.86,120.87,61.09,2.33,2204.7
30/11/2016,37.53,27.63,118.42,60.26,2.31,2198.8
01/12/2016,37.18,27.37,115.1,59.2,2.19,2191.1
02/12/2016,37.02,27.48,115.4,59.25,2.21,2191.9
05/12/2016,37.97,27.28,117.43,60.22,2.3,2204.7
06/12/2016,38.24,27.49,117.31,59.95,2.33,2212.2
07/12/2016,38.52,27.76,117.95,61.37,2.38,2241.3
08/12/2016,38.37,28.03,118.91,61.01,2.34,2246.2
09/12/2016,38.43,28.49,119.68,61.97,2.3,2259.5
12/12/2016,38.01,28.32,117.77,62.17,2.24,2257
13/12/2016,38.72,28.8,120.31,62.98,2.28,2271.7
14/12/2016,38.44,28.8,120.21,62.68,2.41,2253.3
15/12/2016,38.05,28.95,120.57,62.58,2.47,2262
16/12/2016,37.89,28.99,119.87,62.3,2.51,2258.1
19/12/2016,38.3,29.16,119.24,63.62,2.54,2262.5
20/12/2016,38.56,29.24,119.09,63.54,2.63,2270.8
21/12/2016,38.53,29.27,119.04,63.54,2.65,2265.2
22/12/2016,38.32,29.07,117.4,63.55,2.68,2261
23/12/2016,38.03,29.13,117.27,63.24,2.74,2263.8
27/12/2016,38.57,29.32,118.01,63.28,2.93,2268.9
28/12/2016,38.61,29.19,116.92,62.99,2.73,2249.9
29/12/2016,38.26,29.18,116.35,62.9,2.79,2249.3
30/12/2016,37.49,28.95,115.05,62.14,2.67,2238.8
03/01/2017,37.68,29.04,116.86,62.58,2.55,2257.8
04/01/2017,37.86,29,118.69,62.3,2.61,2270.8
05/01/2017,39.02,29.15,120.67,62.3,2.54,2269
06/01/2017,39.8,29.48,123.41,62.84,2.58,2277
09/01/2017,39.85,29.75,124.9,62.64,2.68,2268.9
10/01/2017,39.8,29.78,124.35,62.62,2.66,2268.9
11/01/2017,39.95,29.94,126.09,63.19,2.63,2275.3
12/01/2017,40.68,29.81,126.62,62.61,2.59,2270.4
13/01/2017,40.86,29.76,128.34,62.7,2.59,2274.6
17/01/2017,40.49,30,127.87,62.53,2.53,2267.9
18/01/2017,40.37,30,127.92,62.5,2.57,2271.9
19/01/2017,40.45,29.95,127.55,62.3,2.63,2263.7
20/01/2017,40.42,30,127.04,62.74,2.6,2271.3
23/01/2017,40.89,30.02,128.93,62.96,2.63,2265.2
24/01/2017,41.12,29.99,129.37,63.52,2.68,2280.1
25/01/2017,41.83,30.47,131.48,63.68,2.69,2298.4
26/01/2017,41.96,30.48,132.78,64.27,2.74,2296.7
27/01/2017,41.79,30.49,132.18,65.78,2.79,2294.7
30/01/2017,41.52,30.41,130.98,65.13,2.75,2280.9
31/01/2017,41.17,30.34,130.32,64.65,2.73,2278.9
01/02/2017,41.62,32.19,133.23,63.58,2.85,2279.6
02/02/2017,42,32.13,130.84,63.17,2.88,2280.8
03/02/2017,40.51,32.27,130.98,63.68,2.86,2297.4
06/02/2017,40.38,32.57,132.06,63.64,2.93,2292.6
07/02/2017,40.62,32.88,131.84,63.43,2.98,2293.1
08/02/2017,40.99,33.01,134.2,63.34,2.97,2294.7
09/02/2017,41.07,33.1,134.14,64.06,2.91,2307.9
10/02/2017,41.37,33.03,134.19,64,2.84,2316.1
13/02/2017,41.83,33.32,134.05,64.72,2.71,2328.2
14/02/2017,41.82,33.76,133.85,64.57,2.72,2337.6
15/02/2017,42.13,33.88,133.44,64.53,2.73,2349.2
16/02/2017,42.21,33.84,133.84,64.52,2.68,2347.2
17/02/2017,42.25,33.93,133.53,64.62,2.68,2351.2
21/02/2017,42.82,34.17,133.72,64.49,2.78,2365.4
22/02/2017,42.78,34.28,136.12,64.36,2.77,2362.8
23/02/2017,42.61,34.13,135.36,64.62,2.51,2363.8
24/02/2017,42.26,34.16,135.44,64.62,2.54,2367.3
27/02/2017,42.43,34.23,136.41,64.23,2.61,2369.8
28/02/2017,42.25,34.25,135.54,63.98,2.54,2363.6
01/03/2017,42.65,34.95,137.42,64.94,2.57,2396
02/03/2017,42.45,34.74,136.76,64.01,2.48,2381.9
03/03/2017,42.49,34.95,137.17,64.25,2.46,2383.1
06/03/2017,42.33,34.84,137.42,64.27,2.44,2375.3
07/03/2017,42.3,34.88,137.3,64.4,2.47,2368.4
08/03/2017,42.52,34.75,137.72,64.99,2.46,2363
09/03/2017,42.65,34.67,138.24,64.73,2.46,2364.9
10/03/2017,42.62,34.78,138.79,64.93,2.48,2372.6
13/03/2017,42.73,34.8,139.6,64.71,2.55,2373.5
14/03/2017,42.63,34.75,139.32,64.41,2.54,2365.4
15/03/2017,42.65,35.12,139.72,64.75,2.56,2385.3
16/03/2017,42.67,35.17,139.99,64.64,2.6,2381.4
17/03/2017,42.62,35,139.84,64.87,2.65,2378.2
20/03/2017,42.85,35.37,139.94,64.93,2.74,2373.5
21/03/2017,42.16,34.96,138.51,64.21,2.65,2344
22/03/2017,42.4,35.35,139.59,65.03,2.7,2348.4
23/03/2017,42.37,35.23,139.53,64.87,2.68,2346
24/03/2017,42.28,35.16,140.34,64.98,2.69,2344
27/03/2017,42.34,35.22,140.32,65.1,2.71,2341.6
28/03/2017,42.8,35.95,141.76,65.29,2.69,2358.6
29/03/2017,43.72,36.03,142.65,65.47,2.68,2361.1
30/03/2017,43.82,35.98,142.41,65.71,2.73,2368.1
31/03/2017,44.33,35.91,142.05,65.86,2.72,2362.7
03/04/2017,44.58,35.92,142.28,65.55,2.71,2358.8
04/04/2017,45.34,36.19,141.73,65.73,2.52,2360.2
05/04/2017,45.46,36.01,141.85,65.56,2.5,2352.9
06/04/2017,44.91,35.91,141.17,65.73,2.52,2357.5
07/04/2017,44.74,35.84,140.78,65.68,2.51,2355.5
10/04/2017,45.35,35.79,141.04,65.53,2.44,2357.2
11/04/2017,45.12,35.41,139.92,65.48,2.45,2353.8
12/04/2017,44.81,35.45,139.58,65.23,2.43,2344.9
13/04/2017,44.23,35.26,139.39,64.95,2.39,2328.9
17/04/2017,45.1,35.46,141.42,65.48,2.48,2349
18/04/2017,45.19,35.3,140.96,65.39,2.48,2342.2
19/04/2017,44.96,35.17,142.27,65.04,2.49,2338.2
20/04/2017,45.1,35.61,143.8,65.5,2.53,2355.8
21/04/2017,44.93,35.57,143.68,66.4,2.54,2348.7
24/04/2017,45.37,35.91,145.47,67.53,2.57,2374.2
25/04/2017,45.38,36.13,146.49,67.92,2.62,2388.6
26/04/2017,45.46,35.92,146.56,67.83,2.6,2387.4
27/04/2017,45.92,35.95,147.7,68.27,2.64,2388.8
28/04/2017,46.25,35.91,150.25,68.46,2.61,2384.2
01/05/2017,47.41,36.65,152.46,69.41,2.67,2388.3
02/05/2017,47.35,36.88,152.78,69.3,2.59,2391.2
03/05/2017,47.05,36.77,151.8,69.08,2.61,2388.1
04/05/2017,46.88,36.63,150.85,68.81,2.6,2389.5
05/05/2017,46.71,37.24,150.24,69,2.6,2399.3
08/05/2017,47.45,38.25,151.06,68.94,2.57,2399.4
09/05/2017,47.64,38.5,150.48,69.04,2.57,2396.9
10/05/2017,47.45,38.31,150.29,69.31,3.03,2399.6
11/05/2017,47.38,38.49,150.04,68.46,3.16,2394.4
12/05/2017,48.07,39.02,150.33,68.38,3.2,2390.9
15/05/2017,47.9,38.92,150.19,68.43,3.36,2402.3
16/05/2017,48.3,38.87,149.78,69.41,3.42,2400.7
17/05/2017,47.24,37.56,144.85,67.48,3.19,2357
18/05/2017,47.92,38.13,147.66,67.71,3.33,2365.7
19/05/2017,47.99,38.27,148.06,67.69,3.4,2381.7
22/05/2017,48.53,38.5,148.24,68.45,3.47,2394
23/05/2017,48.58,38.45,148.07,68.68,3.43,2398.4
24/05/2017,49.02,38.34,150.04,68.77,3.46,2404.4
25/05/2017,49.67,38.47,151.96,69.62,3.46,2415.1
26/05/2017,49.79,38.4,152.13,69.96,3.55,2415.8
30/05/2017,49.84,38.42,152.38,70.41,3.62,2412.9
31/05/2017,49.73,38.19,151.46,69.84,3.61,2411.8
01/06/2017,49.8,38.3,151.53,70.1,3.61,2430.1
02/06/2017,50.34,38.86,153.61,71.76,3.59,2439.1
05/06/2017,50.57,38.48,153.63,72.28,3.7,2436.1
06/06/2017,50.15,38.61,152.81,72.52,3.68,2429.3
07/06/2017,50.5,38.84,153.12,72.39,3.73,2433.1
08/06/2017,50.51,38.75,154.71,71.95,4,2433.8
09/06/2017,48.92,37.24,149.6,70.32,3.74,2431.8
12/06/2017,48.25,36.35,148.44,69.78,3.75,2429.4
13/06/2017,49.04,36.65,150.68,70.65,3.79,2440.3
14/06/2017,48.82,36.29,150.25,70.27,3.79,2437.9
15/06/2017,48.21,36.07,149.8,69.9,3.81,2432.5
16/06/2017,49.39,35.57,150.64,70,3.79,2433.2
19/06/2017,49.76,36.59,152.87,70.87,3.93,2453.5
20/06/2017,49.63,36.25,152.25,69.91,3.93,2437
21/06/2017,50.11,36.47,153.91,70.27,3.99,2435.6
22/06/2017,50.06,36.41,153.4,70.26,3.96,2434.5
23/06/2017,50.19,36.57,155.07,71.21,3.85,2438.3
26/06/2017,49.7,36.45,153.59,70.53,3.8,2439.1
27/06/2017,48.84,35.93,150.58,69.21,3.66,2419.4
28/06/2017,49.52,36.46,153.24,69.8,3.79,2440.7
29/06/2017,48.8,35.92,151.04,68.49,3.67,2419.7
30/06/2017,48.4,36.01,150.98,68.93,3.61,2423.4
03/07/2017,47.68,35.88,148.43,68.17,3.48,2429
05/07/2017,48.57,36.02,150.34,69.08,3.58,2432.5
06/07/2017,48.26,35.68,148.82,68.57,3.59,2409.8
07/07/2017,48.94,36.05,151.44,69.46,3.67,2425.2
10/07/2017,49.82,36.27,153.5,69.98,3.84,2427.4
11/07/2017,49.71,36.38,155.27,69.99,3.9,2425.5
12/07/2017,50.33,36.44,158.9,71.15,4.06,2443.2
13/07/2017,50.03,36.94,159.26,71.77,4.02,2447.8
14/07/2017,50.09,37.26,159.97,72.78,4.12,2459.3
17/07/2017,50.5,37.39,159.73,73.35,4.11,2459.1
18/07/2017,51.22,37.52,162.86,73.3,4.15,2460.6
19/07/2017,51.34,37.76,164.14,73.86,4.13,2473.8
20/07/2017,51.44,37.59,164.53,74.22,4.19,2473.4
21/07/2017,51.28,37.57,164.43,73.79,4.2,2472.5
24/07/2017,51.95,38.02,166,73.6,4.15,2469.9
25/07/2017,51.99,38.19,165.28,74.19,4.13,2477.1
26/07/2017,52.64,38.37,165.61,74.05,4.18,2477.8
27/07/2017,52.3,37.64,170.44,73.16,4.04,2475.4
28/07/2017,51,37.38,172.45,73.04,4.11,2472.1
31/07/2017,49.39,37.18,169.25,72.7,4.06,2470.3
01/08/2017,49.81,37.51,169.86,72.58,4.11,2476.3
02/08/2017,49.79,39.28,169.3,72.26,4.11,2477.6
03/08/2017,49.35,38.89,168.59,72.15,4.16,2472.2
04/08/2017,49.38,39.1,169.62,72.68,4.18,2476.8
07/08/2017,49.61,39.7,171.98,72.4,4.31,2480.9
08/08/2017,49.49,40.02,171.23,72.79,4.26,2474.9
09/08/2017,49.1,40.27,171.18,72.47,4.3,2474
10/08/2017,47.85,38.83,167.4,71.41,4.12,2438.2
11/08/2017,48.4,39.37,168.08,72.5,3.9,2441.3
14/08/2017,49.16,39.96,170.75,73.59,4.21,2465.8
15/08/2017,49.14,40.4,171,73.22,4.17,2464.6
16/08/2017,48.91,40.24,170,73.65,4.13,2468.1
17/08/2017,48.03,39.47,166.91,72.4,4.04,2430
18/08/2017,47.92,39.38,167.41,72.49,4.04,2425.6
21/08/2017,47.66,39.3,167.78,72.15,3.98,2428.4
22/08/2017,48.34,39.95,169.64,73.16,4.06,2452.5
23/08/2017,47.9,39.99,168.71,72.72,4.14,2444
24/08/2017,47.62,39.82,167.74,72.69,4.13,2439
25/08/2017,47.26,39.97,166.32,72.82,4.1,2443.1
28/08/2017,47.3,40.37,167.24,72.83,4.12,2444.2
29/08/2017,47.7,40.73,168.05,73.05,4.12,2446.3
30/08/2017,48.38,40.84,169.92,74.01,4.14,2457.6
31/08/2017,49.03,41,171.97,74.77,4.24,2471.7
01/09/2017,48.91,41.01,172.02,73.94,4.26,2476.6
05/09/2017,48.26,40.52,170.72,73.61,4.15,2457.8
06/09/2017,48.39,40.48,172.09,73.4,4.15,2465.5
07/09/2017,48.97,40.31,173.21,74.34,4.16,2465.1
08/09/2017,48.3,39.66,170.95,73.98,4.09,2461.4
11/09/2017,48.9,40.38,173.51,74.76,4.22,2488.1
12/09/2017,49.13,40.22,172.96,74.68,4.24,2496.5
13/09/2017,49.98,39.91,173.05,75.21,4.26,2498.4
14/09/2017,49.61,39.57,170.96,74.77,4.24,2495.6
15/09/2017,49.34,39.97,171.64,75.31,4.5,2500.2
18/09/2017,48.71,39.67,170.01,75.16,4.69,2503.9
19/09/2017,48.49,39.68,172.52,75.44,4.68,2506.7
20/09/2017,48.66,39.02,172.17,74.94,4.65,2508.2
21/09/2017,48.23,38.35,171.11,74.21,4.52,2500.6
22/09/2017,47.76,37.97,170.54,74.41,4.47,2502.2
25/09/2017,46.99,37.64,162.87,73.26,4.28,2496.7
26/09/2017,46.93,38.28,164.21,73.26,4.3,2496.8
27/09/2017,47.54,38.56,167.68,73.85,4.39,2507
28/09/2017,47.82,38.32,168.73,73.87,4.39,2510.1
29/09/2017,48.07,38.53,170.87,74.49,4.47,2519.4
02/10/2017,47.96,38.45,169.47,74.61,4.47,2529.1
03/10/2017,47.85,38.62,169.96,74.26,4.48,2534.6
04/10/2017,48.27,38.37,168.42,74.69,4.52,2537.7
05/10/2017,49.04,38.85,171.24,75.97,4.52,2552.1
06/10/2017,49.48,38.83,172.23,76,4.53,2549.3
09/10/2017,49.55,38.96,172.5,76.29,4.63,2544.7
10/10/2017,49.36,38.98,171.59,76.29,4.72,2550.6
11/10/2017,49.75,39.14,172.74,76.42,4.77,2555.2
12/10/2017,50.05,39,172.55,77.12,4.78,2550.9
13/10/2017,50.15,39.25,173.74,77.49,4.86,2553.2
16/10/2017,50.32,39.97,174.52,77.65,4.95,2557.6
17/10/2017,50.46,40.12,176.11,77.59,4.94,2559.4
18/10/2017,49.85,39.94,176.03,77.61,4.94,2561.3
19/10/2017,49.33,38.99,174.56,77.91,4.95,2562.1
20/10/2017,49.15,39.06,174.98,78.81,4.92,2575.2
23/10/2017,48.31,39.04,171.27,78.83,4.92,2565
24/10/2017,48.8,39.27,171.8,78.86,4.97,2569.1
25/10/2017,48.65,39.1,170.6,78.63,4.84,2557.2
26/10/2017,48.62,39.35,170.63,78.76,4.89,2560.4
27/10/2017,55.05,40.76,177.88,83.81,5.05,2581.1
30/10/2017,55.54,41.68,179.87,83.89,5.1,2572.8
31/10/2017,55.26,42.26,180.06,83.18,5.17,2575.3
01/11/2017,55.18,41.72,182.66,83.18,5.18,2579.4
02/11/2017,54.71,42.03,178.92,84.05,5.15,2579.8
03/11/2017,55.58,43.12,178.92,84.14,5.22,2587.8
06/11/2017,56.03,43.56,180.17,84.47,5.24,2591.1
07/11/2017,56.16,43.7,180.25,84.27,5.3,2590.6
08/11/2017,56.64,44.06,179.56,84.56,5.23,2594.4
09/11/2017,56.46,43.97,179.3,84.09,5.13,2584.6
10/11/2017,56.27,43.67,178.46,83.87,5.4,2582.3
13/11/2017,56.46,43.49,178.77,83.93,5.32,2584.8
14/11/2017,56.84,42.84,178.07,84.05,5.35,2578.9
15/11/2017,56.33,42.27,177.95,82.98,5.25,2564.6
16/11/2017,56.86,42.77,179.59,83.2,5.29,2585.6
17/11/2017,56.49,42.54,179,82.4,5.28,2578.8
20/11/2017,56.32,42.49,178.74,82.53,5.35,2582.1
21/11/2017,56.97,43.28,181.86,83.72,5.4,2599
22/11/2017,57.81,43.74,180.87,83.11,5.37,2597.1
24/11/2017,59.3,43.74,182.78,83.26,5.42,2602.4
27/11/2017,59.79,43.52,183.03,83.87,5.35,2601.4
28/11/2017,59.68,43.27,182.42,84.88,5.27,2627
29/11/2017,58.06,42.37,175.13,83.34,4.91,2626.1
30/11/2017,58.84,42.96,177.18,84.17,5.02,2647.6
01/12/2017,58.12,42.76,175.1,84.26,4.94,2642.2
04/12/2017,56.7,42.45,171.47,81.08,4.67,2639.4
05/12/2017,57.08,42.41,172.83,81.59,4.69,2629.6
06/12/2017,57.62,42.25,176.06,82.78,4.73,2629.3
07/12/2017,57.99,42.33,180.14,82.49,4.8,2637
08/12/2017,58.1,42.34,179,84.16,4.79,2651.5
11/12/2017,58.45,43.17,179.04,85.23,4.87,2660
12/12/2017,58.25,42.92,176.96,85.58,4.77,2664.1
13/12/2017,58.21,43.07,178.3,85.35,4.65,2662.8
14/12/2017,58.71,43.05,178.39,84.69,4.66,2652
15/12/2017,58.96,43.49,180.18,86.85,4.79,2675.8
18/12/2017,59.53,44.1,180.82,86.38,4.95,2690.2
19/12/2017,59.37,43.63,179.51,85.83,4.9,2681.5
20/12/2017,58.88,43.59,177.89,85.52,4.92,2679.2
21/12/2017,58.74,43.75,177.45,85.5,4.9,2684.6
22/12/2017,58.42,43.75,177.2,85.51,4.88,2683.3
26/12/2017,58.84,42.64,175.99,85.4,4.94,2680.5
27/12/2017,59.11,42.65,177.62,85.71,4.93,2682.6
28/12/2017,59.3,42.77,177.92,85.72,4.93,2687.5
29/12/2017,58.47,42.31,176.46,85.54,4.84,2673.6
02/01/2018,59.45,43.06,181.42,85.95,4.98,2695.8
03/01/2018,60.21,43.06,184.67,86.35,5.31,2713.1
04/01/2018,60.48,43.26,184.33,87.11,5.34,2724
05/01/2018,61.46,43.75,186.85,88.19,5.38,2743.2
08/01/2018,62.34,43.59,188.28,88.28,5.55,2747.7
09/01/2018,62.63,43.58,187.87,88.22,5.55,2751.3
10/01/2018,62.72,43.57,187.84,87.82,5.59,2748.2
11/01/2018,63.83,43.82,187.77,88.08,5.6,2767.6
12/01/2018,65.26,44.27,179.37,89.6,5.57,2786.2
16/01/2018,65.24,44.05,178.39,88.35,5.5,2776.4
17/01/2018,64.75,44.77,177.6,90.14,5.62,2802.6
18/01/2018,64.67,44.81,179.8,90.1,5.61,2798
19/01/2018,64.73,44.62,181.29,90,5.75,2810.3
22/01/2018,66.37,44.25,185.37,91.61,5.84,2833
23/01/2018,68.13,44.26,189.35,91.9,5.97,2839.1
24/01/2018,67.88,43.55,186.55,91.82,5.89,2837.5
25/01/2018,68.9,42.78,187.48,92.33,5.91,2839.2
26/01/2018,70.1,42.88,190,94.06,6.08,2872.9
29/01/2018,70.88,41.99,185.98,93.92,6.17,2853.5
30/01/2018,71.89,41.74,187.12,92.74,6.07,2822.4
31/01/2018,72.54,41.86,186.89,95.01,6.14,2823.8
01/02/2018,69.5,41.95,193.09,94.26,6.01,2822
02/02/2018,71.5,40.12,190.28,91.78,5.84,2762.1
05/02/2018,69.5,39.12,181.26,88,5.34,2648.9
06/02/2018,72.14,40.76,185.31,91.33,5.64,2695.1
07/02/2018,70.84,39.88,180.18,89.61,5.72,2681.7
08/02/2018,67.53,38.79,171.58,85.01,5.44,2581
09/02/2018,66.98,39.1,176.11,88.18,5.8,2619.6
12/02/2018,69.31,40.68,176.41,89.13,5.7,2656
13/02/2018,70.73,41.09,173.15,89.83,5.82,2662.9
14/02/2018,72.55,41.84,179.52,90.81,6.04,2698.6
15/02/2018,73.09,43.25,179.96,92.66,6.16,2731.2
16/02/2018,72.43,43.11,177.36,92,6.1,2732.2
20/02/2018,73.42,42.96,176.01,92.72,6.23,2716.3
21/02/2018,74.15,42.77,177.91,91.49,6.04,2701.3
22/02/2018,74.27,43.12,178.99,91.73,6.05,2704
23/02/2018,75,43.88,183.29,94.06,6.15,2747.3
26/02/2018,76.1,44.74,184.93,95.42,6.16,2779.6
27/02/2018,75.6,44.6,181.46,94.2,6.15,2744.3
28/02/2018,75.62,44.53,178.32,93.77,6.05,2713.8
01/03/2018,74.67,43.75,175.94,92.85,5.81,2677.7
02/03/2018,75.01,44.05,176.62,93.05,5.91,2691.2
05/03/2018,76.18,44.2,180.4,93.64,5.89,2720.9
06/03/2018,76.88,44.17,179.78,93.32,6.05,2728.1
07/03/2018,77.25,43.76,183.71,93.86,6.05,2726.8
08/03/2018,77.59,44.23,182.34,94.43,6.03,2739
09/03/2018,78.94,44.99,185.23,96.54,6.13,2786.6
12/03/2018,79.92,45.43,184.76,96.77,6.24,2783
13/03/2018,79.41,44.99,181.88,94.41,6.19,2765.3
14/03/2018,79.55,44.61,184.19,93.85,6.22,2749.5
15/03/2018,79.12,44.66,183.86,94.18,6.23,2747.3
16/03/2018,78.58,44.51,185.09,94.6,6.26,2752
19/03/2018,77.25,43.83,172.56,92.89,6.03,2712.9
20/03/2018,79.33,43.81,168.15,93.13,6.24,2716.9
21/03/2018,79.09,42.82,169.39,92.48,6.21,2711.9
22/03/2018,77.25,42.21,164.89,89.79,6.05,2643.7
23/03/2018,74.78,41.23,159.39,87.18,5.82,2588.3
26/03/2018,77.79,43.19,160.06,93.78,6.11,2658.6
27/03/2018,74.85,42.09,152.22,89.47,5.64,2612.6
28/03/2018,71.57,41.62,153.03,89.39,5.53,2605
29/03/2018,72.37,41.95,159.79,91.27,5.79,2640.9
02/04/2018,68.6,41.67,155.39,88.52,5.53,2581.9
03/04/2018,69.6,42.1,156.11,89.71,5.63,2614.4
04/04/2018,70.53,42.9,155.1,92.33,5.66,2644.7
05/04/2018,72.59,43.2,159.34,92.38,5.53,2662.8
06/04/2018,70.26,42.09,157.2,90.23,5.36,2604.5
09/04/2018,70.3,42.51,157.93,90.77,5.39,2613.2
10/04/2018,71.81,43.31,165.04,92.88,5.7,2656.9
11/04/2018,71.35,43.11,166.32,91.86,5.66,2642.2
12/04/2018,72.42,43.53,163.87,93.58,5.87,2664
13/04/2018,71.54,43.68,164.52,93.08,5.79,2656.3
16/04/2018,72.08,43.95,164.83,94.17,5.79,2677.8
17/04/2018,75.19,44.56,168.66,96.07,5.94,2706.4
18/04/2018,76.39,44.46,166.36,96.44,5.91,2708.6
19/04/2018,77.85,43.2,168.1,96.11,5.73,2693.1
20/04/2018,76.37,41.43,166.28,95,5.72,2670.1
23/04/2018,75.89,41.31,165.84,95.35,5.6,2670.3
24/04/2018,73,40.73,159.69,93.12,5.53,2634.6
25/04/2018,73.01,40.91,159.69,92.31,5.42,2639.4
26/04/2018,75.9,41.05,174.16,94.26,5.63,2666.9
27/04/2018,78.63,40.58,173.59,95.82,5.66,2669.9
30/04/2018,78.31,41.31,172,93.52,5.62,2648.1
01/05/2018,79.11,42.27,173.86,95,5.68,2654.8
02/05/2018,78.48,44.14,176.07,93.51,5.66,2635.7
03/05/2018,78.6,44.22,174.02,94.07,5.82,2629.7
04/05/2018,79.05,45.96,176.61,95.16,5.98,2663.4
07/05/2018,80.01,46.29,177.97,96.22,6.22,2672.6
08/05/2018,79.62,46.51,178.92,95.81,6.26,2671.9
09/05/2018,80.4,46.84,182.66,96.94,6.39,2697.8
10/05/2018,80.45,47.51,185.53,97.91,6.5,2723.1
11/05/2018,80.15,47.15,186.99,97.7,6.36,2727.7
14/05/2018,80.08,47.04,186.64,98.03,6.38,2730.1
15/05/2018,78.81,46.61,184.32,97.32,6.14,2711.4
16/05/2018,79.36,47.05,183.2,97.15,6.15,2722.5
17/05/2018,79.09,46.75,183.76,96.18,6.19,2720.1
18/05/2018,78.72,46.58,182.68,96.36,6.15,2713
21/05/2018,79.27,46.91,184.49,97.6,6.11,2733
22/05/2018,79.07,46.79,183.8,97.5,6.07,2724.4
23/05/2018,80.09,47.09,186.9,98.66,6.19,2733.3
24/05/2018,80.15,47.04,185.93,98.31,6.19,2727.8
25/05/2018,80.51,47.15,184.92,98.36,6.23,2721.3
29/05/2018,80.64,46.98,185.74,98.01,6.21,2689.9
30/05/2018,81.24,46.88,187.67,98.95,6.32,2724
31/05/2018,81.48,46.72,191.78,98.84,6.3,2705.3
01/06/2018,82.08,47.56,193.99,100.79,6.44,2734.6
04/06/2018,83.26,47.96,193.28,101.67,6.62,2746.9
05/06/2018,84.82,48.33,192.94,102.19,6.63,2748.8
06/06/2018,84.79,48.49,191.34,102.49,6.63,2772.3
07/06/2018,84.47,48.37,188.18,100.88,6.57,2770.4
08/06/2018,84.2,47.92,189.1,101.63,6.56,2779
11/06/2018,84.46,47.81,191.54,101.05,6.52,2782
12/06/2018,84.94,48.07,192.4,101.31,6.56,2786.8
13/06/2018,85.24,47.67,192.41,100.85,6.56,2775.6
14/06/2018,86.19,47.7,196.81,101.42,6.67,2782.5
15/06/2018,85.8,47.21,195.85,100.13,6.63,2779.7
18/06/2018,86.19,47.19,198.31,100.86,6.63,2773.8
19/06/2018,86.74,46.42,197.49,100.86,6.5,2762.6
20/06/2018,87.5,46.62,202,101.87,6.56,2767.3
21/06/2018,86.51,46.37,201.5,101.14,6.43,2749.8
22/06/2018,85.78,46.23,201.74,100.41,6.27,2754.9
25/06/2018,83.16,45.54,196.35,98.39,5.98,2717.1
26/06/2018,84.55,46.11,199,99.08,6.05,2723.1
27/06/2018,83.03,46.04,195.84,97.54,5.89,2699.6
28/06/2018,85.07,46.38,196.23,98.63,6.02,2716.3
29/06/2018,84.99,46.28,194.32,98.61,5.92,2718.4
02/07/2018,85.69,46.8,197.36,100.01,6.06,2726.7
